139.16	0	0
139.16	0	0
139.16	0	0
139.16	0	0
139.16	0	0
139.16	0	0
139.16	0	0
139.16	0	0
139.16	0	0
139.16	0	0
139.16	0	0
139.16	0	0
139.16	0	0
139.16	0	0
139.17	0	0
139.17	0	0
139.17	0	0
139.17	0	0
139.17	0	0
139.17	0	0
139.17	0	0
139.17	0	0
139.17	0	0
139.17	0	0
139.17	0	0
139.17	0	0
139.17	0	0
139.17	0	0
139.17	0	0
139.17	0	0
139.17	0	0
139.17	0	0
139.17	0	0
139.18	0	0
139.18	0	0
139.18	0	0
139.18	0	0
139.18	0	0
139.18	0	0
139.18	0	0
139.18	0	0
139.18	0	0
139.18	0	0
139.18	0	0
139.18	0	0
139.18	0	0
139.18	0	0
139.18	0	0
139.18	0	0
139.18	0	0
139.18	0	0
139.18	0	0
139.19	0	0
139.19	0	0
139.19	0	0
139.19	0	0
139.19	0	0
139.19	0	0
139.19	0	0
139.19	0	0
139.19	0	0
139.19	0	0
139.19	0	0
139.19	0	0
139.19	0	0
139.19	0	0
139.19	0	0
139.19	0	0
139.19	0	0
139.19	0	0
139.19	0	0
139.19	0	0
139.2	0	0
139.2	0	0
139.2	0	0
139.2	0	0
139.2	0	0
139.2	0	0
139.2	0	0
139.2	0	0
139.2	0	0
139.2	0	0
139.2	0	0
139.2	0	0
139.2	0	0
139.2	0	0
139.2	0	0
139.2	0	0
139.2	0	0
139.2	0	0
139.2	0	0
139.21	0	0
139.21	0	0
139.21	0	0
139.21	0	0
139.21	0	0
139.21	0	0
139.21	0	0
139.21	0	0
139.21	0	0
139.21	0	0
139.21	0	0
139.21	0	0
139.21	0	0
139.21	0	0
139.21	0	0
139.21	0	0
139.21	0	0
139.21	0	0
139.21	0	0
139.22	0	0
139.22	0	0
139.22	0	0
139.22	0	0
139.22	0	0
139.22	0	0
139.22	0	0
139.22	0	0
139.22	0	0
139.22	0	0
139.22	0	0
139.22	0	0
139.22	0	0
139.22	0	0
139.22	0	0
139.22	0	0
139.22	0	0
139.22	0	0
139.22	0	0
139.22	0	0
139.23	0	0
139.23	0	0
139.23	0	0
139.23	0	0
139.23	0	0
139.23	0	0
139.23	0	0
139.23	0	0
139.23	0	0
139.23	0	0
139.23	0	0
139.23	0	0
139.23	0	0
139.23	0	0
139.23	0	0
139.23	0	0
139.23	0	0
139.23	0	0
139.23	0	0
139.24	0	0
139.24	0	0
139.24	0	0
139.24	0	0
139.24	0	0
139.24	0	0
139.24	0	0
139.24	0	0
139.24	0	0
139.24	0	0
139.24	0	0
139.24	0	0
139.24	0	0
139.24	0	0
139.24	0	0
139.24	0	0
139.24	0	0
139.24	0	0
139.24	0	0
139.25	0	0
139.25	0	0
139.25	0	0
139.25	0	0
139.25	0	0
139.25	0	0
139.25	0	0
139.25	0	0
139.25	0	0
139.25	0	0
139.25	0	0
139.25	0	0
139.25	0	0
139.25	0	0
139.25	0	0
139.25	0	0
139.25	0	0
139.25	0	0
139.25	0	0
139.26	0	0
139.26	0	0
139.26	0	0
139.26	0	0
139.26	0	0
139.26	0	0
139.26	0	0
139.26	0	0
139.26	0	0
139.26	0	0
139.26	0	0
139.26	0	0
139.26	0	0
139.26	0	0
139.26	0	0
139.26	0	0
139.26	0	0
139.26	0	0
139.26	0	0
139.26	0	0
139.27	0	0
139.27	0	0
139.27	0	0
139.27	0	0
139.27	0	0
139.27	0	0
139.27	0	0
139.27	0	0
139.27	0	0
139.27	0	0
139.27	0	0
139.27	0	0
139.27	0	0
139.27	0	0
139.27	0	0
139.27	0	0
139.27	0	0
139.27	0	0
139.27	0	0
139.28	0	0
139.28	0	0
139.28	0	0
139.28	0	0
139.28	0	0
139.28	0	0
139.28	0	0
139.28	0	0
139.28	0	0
139.28	0	0
139.28	0	0
139.28	0	0
139.28	0	0
139.28	0	0
139.28	0	0
139.28	0	0
139.28	0	0
139.28	0	0
139.28	0	0
139.29	0	0
139.29	0	0
139.29	0	0
139.29	0	0
139.29	0	0
139.29	0	0
139.29	0	0
139.29	0	0
139.29	0	0
139.29	0	0
139.29	0	0
139.29	0	0
139.29	0	0
139.29	0	0
139.29	0	0
139.29	0	0
139.29	0	0
139.29	0	0
139.29	0	0
139.3	0	0
139.3	0	0
139.3	0	0
139.3	0	0
139.3	0	0
139.3	0	0
139.3	0	0
139.3	0	0
139.3	0	0
139.3	0	0
139.3	0	0
139.3	0	0
139.3	0	0
139.3	0	0
139.3	0	0
139.3	0	0
139.3	0	0
139.3	0	0
139.3	0	0
139.3	0	0
139.31	0	0
139.31	0	0
139.31	0	0
139.31	0	0
139.31	0	0
139.31	0	0
139.31	0	0
139.31	0	0
139.31	0	0
139.31	0	0
139.31	0	0
139.31	0	0
139.31	0	0
139.31	0	0
139.31	0	0
139.31	0	0
139.31	0	0
139.31	0	0
139.31	0	0
139.32	0	0
139.32	0	0
139.32	0	0
139.32	0	0
139.32	0	0
139.32	0	0
139.32	0	0
139.32	0	0
139.32	0	0
139.32	0	0
139.32	0	0
139.32	0	0
139.32	0	0
139.32	0	0
139.32	0	0
139.32	0	0
139.32	0	0
139.32	0	0
139.32	0	0
139.33	0	0
139.33	0	0
139.33	0	0
139.33	0	0
139.33	0	0
139.33	0	0
139.33	0	0
139.33	0	0
139.33	0	0
139.33	0	0
139.33	0	0
139.33	0	0
139.33	0	0
139.33	0	0
139.33	0	0
139.33	0	0
139.33	0	0
139.33	0	0
139.33	0	0
139.34	0	0
139.34	0	0
139.34	0	0
139.34	0	0
139.34	0	0
139.34	0	0
139.34	0	0
139.34	0	0
139.34	0	0
139.34	0	0
139.34	0	0
139.34	0	0
139.34	0	0
139.34	0	0
139.34	0	0
139.34	0	0
139.34	0	0
139.34	0	0
139.34	0	0
139.34	0	0
139.35	0	0
139.35	0	0
139.35	0	0
139.35	0	0
139.35	0	0
139.35	0	0
139.35	0	0
139.35	0	0
139.35	0	0
139.35	0	0
139.35	0	0
139.35	0	0
139.35	0	0
139.35	0	0
139.35	0	0
139.35	0	0
139.35	0	0
139.35	0	0
139.35	0	0
139.36	0	0
139.36	0	0
139.36	0	0
139.36	0	0
139.36	0	0
139.36	0	0
139.36	0	0
139.36	0	0
139.36	0	0
139.36	0	0
139.36	0	0
139.36	0	0
139.36	0	0
139.36	0	0
139.36	0	0
139.36	0	0
139.36	0	0
139.36	0	0
139.36	0	0
139.37	0	0
139.37	0	0
139.37	0	0
139.37	0	0
139.37	0	0
139.37	0	0
139.37	0	0
139.37	0	0
139.37	0	0
139.37	0	0
139.37	0	0
139.37	0	0
139.37	0	0
139.37	0	0
139.37	0	0
139.37	0	0
139.37	0	0
139.37	0	0
139.37	0	0
139.38	0	0
139.38	0	0
139.38	0	0
139.38	0	0
139.38	0	0
139.38	0	0
139.38	0	0
139.38	0	0
139.38	0	0
139.38	0	0
139.38	0	0
139.38	0	0
139.38	0	0
139.38	0	0
139.38	0	0
139.38	0	0
139.38	0	0
139.38	0	0
139.38	0	0
139.38	0	0
139.39	0	0
139.39	0	0
139.39	0	0
139.39	0	0
139.39	0	0
139.39	0	0
139.39	0	0
139.39	0	0
139.39	0	0
139.39	0	0
139.39	0	0
139.39	0	0
139.39	0	0
139.39	0	0
139.39	0	0
139.39	0	0
139.39	0	0
139.39	0	0
139.39	0	0
139.4	0	0
139.4	0	0
139.4	0	0
139.4	0	0
139.4	0	0
139.4	0	0
139.4	0	0
139.4	0	0
139.4	0	0
139.4	0	0
139.4	0	0
139.4	0	0
139.4	0	0
139.4	0	0
139.4	0	0
139.4	0	0
139.4	0	0
139.4	0	0
139.4	0	0
139.41	0	0
139.41	0	0
139.41	0	0
139.41	0	0
139.41	0	0
139.41	0	0
139.41	0	0
139.41	0	0
139.41	0	0
139.41	0	0
139.41	0	0
139.41	0	0
139.41	0	0
139.41	0	0
139.41	0	0
139.41	0	0
139.41	0	0
139.41	0	0
139.41	0	0
139.41	0	0
139.42	0	0
139.42	0	0
139.42	0	0
139.42	0	0
139.42	0	0
139.42	0	0
139.42	0	0
139.42	0	0
139.42	0	0
139.42	0	0
139.42	0	0
139.42	0	0
139.42	0	0
139.42	0	0
139.42	0	0
139.42	0	0
139.42	0	0
139.42	0	0
139.42	0	0
139.43	0	0
139.43	0	0
139.43	0	0
139.43	0	0
139.43	0	0
139.43	0	0
139.43	0	0
139.43	0	0
139.43	0	0
139.43	0	0
139.43	0	0
139.43	0	0
139.43	0	0
139.43	0	0
139.43	0	0
139.43	0	0
139.43	0	0
139.43	0	0
139.43	0	0
139.44	0	0
139.44	0	0
139.44	0	0
139.44	0	0
139.44	0	0
139.44	0	0
139.44	0	0
139.44	0	0
139.44	0	0
139.44	0	0
139.44	0	0
139.44	0	0
139.44	0	0
139.44	0	0
139.44	0	0
139.44	0	0
139.44	0	0
139.44	0	0
139.44	0	0
139.45	0	0
139.45	0	0
139.45	0	0
139.45	0	0
139.45	0	0
139.45	0	0
139.45	0	0
139.45	0	0
139.45	0	0
139.45	0	0
139.45	0	0
139.45	0	0
139.45	0	0
139.45	0	0
139.45	0	0
139.45	0	0
139.45	0	0
139.45	0	0
139.45	0	0
139.46	0	0
139.46	0	0
139.46	0	0
